UNITID,EFTOTLT,EFTOTLM,EFTOTLW
164313,269,107,162
164313,1749,573,1176
164313,307,115,192
164313,148,59,89
164313,1601,514,1087
164368,641,440,201
164368,641,440,201
164368,641,440,201
164368,641,440,201
164438,1145,345,800
164438,940,261,679
164438,918,253,665
164438,24,9,15
164438,894,244,650
164438,22,8,14
164438,205,84,121
164438,176,40,136
164438,718,204,514
164438,298,105,193
164438,194,71,123
164438,188,69,119
164438,6,3,3
164438,182,66,116
164438,6,2,4
164438,104,34,70
164438,26,8,18
164438,156,58,98
164438,847,240,607
164438,746,190,556
164438,730,184,546
164438,18,6,12
164438,712,178,534
164438,16,6,10
164438,101,50,51
164438,150,32,118
164438,562,146,416
164447,3657,1117,2540
164447,1513,635,878
164447,1513,635,878
164447,346,164,182
164447,1167,471,696
164447,2144,482,1662
164447,173,54,119
164447,994,417,577
164447,1722,697,1025
164447,1397,604,793
164447,1397,604,793
164447,344,164,180
164447,1053,440,613
164447,325,93,232
164447,164,51,113
164447,889,389,500
164447,1935,420,1515
164447,116,31,85
164447,116,31,85
164447,2,0,2
164447,114,31,83
164447,1819,389,1430
164447,9,3,6
164447,105,28,77
164465,1785,900,885
164465,1785,900,885
164465,1785,900,885
164465,466,231,235
164465,1319,669,650
164465,13,10,3
164465,1306,659,647
164465,1785,900,885
164465,1785,900,885
164465,1785,900,885
164465,466,231,235
164465,1319,669,650
164465,13,10,3
164465,1306,659,647
164474,272,96,176
164474,272,96,176
164474,59,21,38
164474,59,21,38
164474,213,75,138
164474,213,75,138
164492,1540,716,824
164492,1143,493,650
164492,1135,487,648
164492,243,93,150
164492,892,394,498
164492,8,6,2
164492,397,223,174
164492,45,19,26
164492,847,375,472
164492,907,386,521
164492,845,360,485
164492,845,360,485
164492,242,93,149
164492,603,267,336
164492,62,26,36
164492,44,19,25
164492,559,248,311
164492,633,330,303
164492,298,133,165
164492,290,127,163
164492,1,0,1
164492,289,127,162
164492,8,6,2
164492,335,197,138
164492,1,0,1
164492,288,127,161
164535,46,4,42
164535,46,4,42
164535,46,4,42
164535,16,1,15
164535,30,3,27
164535,30,3,27
164535,46,4,42
164535,46,4,42
164535,46,4,42
164535,16,1,15
164535,30,3,27
164535,30,3,27
164562,2756,1009,1747
164562,2240,864,1376
164562,2181,841,1340
164562,502,215,287
164562,1679,626,1053
164562,59,23,36
164562,516,145,371
164562,44,18,26
164562,1635,608,1027
164562,2192,842,1350
164562,2022,806,1216
164562,2016,801,1215
164562,502,215,287
164562,1514,586,928
164562,6,5,1
164562,170,36,134
164562,44,18,26
164562,1470,568,902
164562,564,167,397
164562,218,58,160
164562,165,40,125
164562,165,40,125
164562,53,18,35
164562,346,109,237
164562,165,40,125
164580,3343,1992,1351
164580,2106,1151,955
164580,2106,1151,955
164580,489,252,237
164580,1617,899,718
164580,1237,841,396
164580,45,24,21
164580,1572,875,697
164580,2547,1450,1097
164580,2106,1151,955
164580,2106,1151,955
164580,489,252,237
164580,1617,899,718
164580,441,299,142
164580,45,24,21
164580,1572,875,697
164580,796,542,254
164580,796,542,254
164599,66,15,51
164599,66,15,51
164599,66,15,51
164599,23,6,17
164599,43,9,34
164599,43,9,34
164599,66,15,51
164599,66,15,51
164599,66,15,51
164599,23,6,17
164599,43,9,34
164599,43,9,34
164614,96,55,41
164614,96,55,41
164614,83,51,32
164614,15,8,7
164614,68,43,25
164614,13,4,9
164614,11,6,5
164614,57,37,20
164614,73,46,27
164614,73,46,27
164614,73,46,27
164614,13,7,6
164614,60,39,21
164614,10,6,4
164614,50,33,17
164614,23,9,14
164614,23,9,14
164614,10,5,5
164614,2,1,1
164614,8,4,4
164614,13,4,9
164614,1,0,1
164614,7,4,3
164632,2357,105,2252
164632,1458,0,1458
164632,1454,0,1454
164632,136,0,136
164632,1318,0,1318
164632,4,0,4
164632,899,105,794
164632,277,0,277
164632,1041,0,1041
164632,1588,64,1524
164632,1179,0,1179
164632,1179,0,1179
164632,136,0,136
164632,1043,0,1043
164632,409,64,345
164632,224,0,224
164632,819,0,819
164632,769,41,728
164632,279,0,279
164632,275,0,275
164632,275,0,275
164632,4,0,4
164632,490,41,449
164632,53,0,53
164632,222,0,222
164641,1204,334,870
164641,1204,334,870
164641,1196,329,867
164641,178,77,101
164641,1018,252,766
164641,8,5,3
164641,278,83,195
164641,740,169,571
164641,774,199,575
164641,774,199,575
164641,769,196,573
164641,123,49,74
164641,646,147,499
164641,5,3,2
164641,154,42,112
164641,492,105,387
164641,430,135,295
164641,430,135,295
164641,427,133,294
164641,55,28,27
164641,372,105,267
164641,3,2,1
164641,124,41,83
164641,248,64,184
164678,200,196,4
164678,200,196,4
164678,200,196,4
164678,49,47,2
164678,151,149,2
164678,151,149,2
164678,126,122,4
164678,126,122,4
164678,126,122,4
164678,29,27,2
164678,97,95,2
164678,97,95,2
164678,74,74,0
164678,74,74,0
164678,74,74,0
164678,20,20,0
164678,54,54,0
164678,54,54,0
164720,1902,820,1082
164720,1902,820,1082
164720,1871,807,1064
164720,359,188,171
164720,1512,619,893
164720,31,13,18
164720,213,84,129
164720,1299,535,764
164720,1449,719,730
164720,1449,719,730
164720,1449,719,730
164720,359,188,171
164720,1090,531,559
164720,158,76,82
164720,932,455,477
164720,453,101,352
164720,453,101,352
164720,422,88,334
164720,422,88,334
164720,31,13,18
164720,55,8,47
164720,367,80,287
164739,5658,3255,2403
164739,4247,2549,1698
164739,4172,2512,1660
164739,974,604,370
164739,3198,1908,1290
164739,75,37,38
164739,1411,706,705
164739,155,100,55
164739,3043,1808,1235
164739,4893,2816,2077
164739,4142,2482,1660
164739,4081,2452,1629
164739,974,604,370
164739,3107,1848,1259
164739,61,30,31
164739,751,334,417
164739,149,97,52
164739,2958,1751,1207
164739,765,439,326
164739,105,67,38
164739,91,60,31
164739,91,60,31
164739,14,7,7
164739,660,372,288
164739,6,3,3
164739,85,57,28
164748,4519,3121,1398
164748,4402,3036,1366
164748,4402,3036,1366
164748,910,601,309
164748,3492,2435,1057
164748,117,85,32
164748,162,107,55
164748,3330,2328,1002
164748,4065,2810,1255
164748,3950,2725,1225
164748,3950,2725,1225
164748,909,600,309
164748,3041,2125,916
164748,115,85,30
164748,162,107,55
164748,2879,2018,861
164748,454,311,143
164748,452,311,141
164748,452,311,141
164748,1,1,0
164748,451,310,141
164748,2,0,2
164748,451,310,141
164775,2400,921,1479
164775,2400,921,1479
164775,2024,797,1227
164775,469,223,246
164775,1555,574,981
164775,376,124,252
164775,126,48,78
164775,1429,526,903
164775,821,392,429
164775,821,392,429
164775,810,386,424
164775,278,155,123
164775,532,231,301
164775,11,6,5
164775,58,26,32
164775,474,205,269
164775,1579,529,1050
164775,1579,529,1050
164775,1214,411,803
164775,191,68,123
164775,1023,343,680
164775,365,118,247
164775,68,22,46
164775,955,321,634
164845,241,19,222
164845,241,19,222
164845,241,19,222
164845,109,6,103
164845,132,13,119
164845,132,13,119
164845,170,14,156
164845,170,14,156
164845,170,14,156
164845,86,3,83
164845,84,11,73
164845,84,11,73
164845,71,5,66
164845,71,5,66
164845,71,5,66
164845,23,3,20
164845,48,2,46
164845,48,2,46
164872,1037,564,473
164872,578,330,248
164872,423,284,139
164872,15,11,4
164872,408,273,135
164872,155,46,109
164872,459,234,225
164872,44,22,22
164872,364,251,113
164872,856,506,350
164872,413,279,134
164872,399,275,124
164872,15,11,4
164872,384,264,120
164872,14,4,10
164872,443,227,216
164872,43,21,22
164872,341,243,98
164872,181,58,123
164872,165,51,114
164872,24,9,15
164872,24,9,15
164872,141,42,99
164872,16,7,9
164872,1,1,0
164872,23,8,15
164915,147,45,102
164915,147,45,102
164915,46,16,30
164915,46,16,30
164915,101,29,72
164915,101,29,72
164924,14309,6500,7809
164924,9698,4530,5168
164924,9465,4408,5057
164924,2309,1066,1243
164924,7156,3342,3814
164924,233,122,111
164924,4611,1970,2641
164924,125,50,75
164924,7031,3292,3739
164924,12916,5902,7014
164924,9390,4379,5011
164924,9345,4348,4997
164924,2305,1065,1240
164924,7040,3283,3757
164924,45,31,14
164924,3526,1523,2003
164924,125,50,75
164924,6915,3233,3682
164924,1393,598,795
164924,308,151,157
164924,120,60,60
164924,4,1,3
164924,116,59,57
164924,188,91,97
164924,1085,447,638
164924,116,59,57
164933,774,308,466
164933,545,215,330
164933,545,215,330
164933,133,52,81
164933,412,163,249
164933,229,93,136
164933,16,6,10
164933,396,157,239
164933,752,298,454
164933,540,213,327
164933,540,213,327
164933,133,52,81
164933,407,161,246
164933,212,85,127
164933,16,6,10
164933,391,155,236
164933,22,10,12
164933,5,2,3
164933,5,2,3
164933,5,2,3
164933,17,8,9
164933,5,2,3
164988,32411,13628,18783
164988,18165,7348,10817
164988,16460,6527,9933
164988,3807,1445,2362
164988,12653,5082,7571
164988,1705,821,884
164988,14246,6280,7966
164988,366,154,212
164988,12287,4928,7359
164988,25797,10563,15234
164988,16593,6538,10055
164988,16035,6320,9715
164988,3807,1445,2362
164988,12228,4875,7353
164988,558,218,340
164988,9204,4025,5179
164988,365,154,211
164988,11863,4721,7142
164988,6614,3065,3549
164988,1572,810,762
164988,425,207,218
164988,425,207,218
164988,1147,603,544
164988,5042,2255,2787
164988,1,0,1
164988,424,207,217
165015,5825,2658,3167
165015,3614,1568,2046
165015,3603,1565,2038
165015,833,376,457
165015,2770,1189,1581
165015,11,3,8
165015,2211,1090,1121
165015,69,31,38
165015,2701,1158,1543
165015,5386,2405,2981
165015,3599,1562,2037
165015,3597,1561,2036
165015,833,376,457
165015,2764,1185,1579
165015,2,1,1
165015,1787,843,944
165015,69,31,38
165015,2695,1154,1541
165015,439,253,186
165015,15,6,9
165015,6,4,2
165015,6,4,2
165015,9,2,7
165015,424,247,177
165015,6,4,2
165024,11267,4453,6814
165024,9615,3998,5617
165024,9489,3943,5546
165024,1474,590,884
165024,8015,3353,4662
165024,126,55,71
165024,1652,455,1197
165024,1019,431,588
165024,6996,2922,4074
165024,8473,3450,5023
165024,8034,3336,4698
165024,7979,3323,4656
165024,1451,576,875
165024,6528,2747,3781
165024,55,13,42
165024,439,114,325
165024,836,360,476
165024,5692,2387,3305
165024,2794,1003,1791
165024,1581,662,919
165024,1510,620,890
165024,23,14,9
165024,1487,606,881
165024,71,42,29
165024,1213,341,872
165024,183,71,112
165024,1304,535,769
165033,9335,3627,5708
165033,9335,3627,5708
165033,8250,3196,5054
165033,2158,943,1215
165033,6092,2253,3839
165033,1085,431,654
165033,478,146,332
165033,5614,2107,3507
165033,4429,1932,2497
165033,4429,1932,2497
165033,4274,1858,2416
165033,1493,680,813
165033,2781,1178,1603
165033,155,74,81
165033,231,85,146
165033,2550,1093,1457
165033,4906,1695,3211
165033,4906,1695,3211
165033,3976,1338,2638
165033,665,263,402
165033,3311,1075,2236
165033,930,357,573
165033,247,61,186
165033,3064,1014,2050
165060,323,30,293
165060,323,30,293
165060,323,30,293
165060,6,0,6
165060,317,30,287
165060,317,30,287
165060,201,16,185
165060,201,16,185
165060,201,16,185
165060,3,0,3
165060,198,16,182
165060,198,16,182
165060,122,14,108
165060,122,14,108
165060,122,14,108
165060,3,0,3
165060,119,14,105
165060,119,14,105
165112,14023,6097,7926
165112,14023,6097,7926
165112,12535,5525,7010
165112,2216,1108,1108
165112,10319,4417,5902
165112,1488,572,916
165112,1093,505,588
165112,9226,3912,5314
165112,4651,2315,2336
165112,4651,2315,2336
165112,4563,2270,2293
165112,1140,592,548
165112,3423,1678,1745
165112,88,45,43
165112,463,250,213
165112,2960,1428,1532
165112,9372,3782,5590
165112,9372,3782,5590
165112,7972,3255,4717
165112,1076,516,560
165112,6896,2739,4157
165112,1400,527,873
165112,630,255,375
165112,6266,2484,3782
165167,3114,880,2234
165167,1050,367,683
165167,1042,367,675
165167,186,83,103
165167,856,284,572
165167,8,0,8
165167,2064,513,1551
165167,89,27,62
165167,767,257,510
165167,1198,305,893
165167,234,76,158
165167,234,76,158
165167,28,14,14
165167,206,62,144
165167,964,229,735
165167,31,14,17
165167,175,48,127
165167,1916,575,1341
165167,816,291,525
165167,808,291,517
165167,158,69,89
165167,650,222,428
165167,8,0,8
165167,1100,284,816
165167,58,13,45
165167,592,209,383
165194,4051,1559,2492
165194,4051,1559,2492
165194,3459,1334,2125
165194,865,413,452
165194,2594,921,1673
165194,592,225,367
165194,183,62,121
165194,2411,859,1552
165194,1311,572,739
165194,1311,572,739
165194,1270,556,714
165194,485,240,245
165194,785,316,469
165194,41,16,25
165194,55,21,34
165194,730,295,435
165194,2740,987,1753
165194,2740,987,1753
165194,2189,778,1411
165194,380,173,207
165194,1809,605,1204
165194,551,209,342
165194,128,41,87
165194,1681,564,1117
165255,171,0,171
165255,171,0,171
165255,171,0,171
165255,80,0,80
165255,91,0,91
165255,91,0,91
165255,98,0,98
165255,98,0,98
165255,98,0,98
165255,53,0,53
165255,45,0,45
165255,45,0,45
165255,73,0,73
165255,73,0,73
165255,73,0,73
165255,27,0,27
165255,46,0,46
165255,46,0,46
165264,698,75,623
165264,698,75,623
165264,680,74,606
165264,18,3,15
165264,662,71,591
165264,18,1,17
165264,2,0,2
165264,660,71,589
165264,100,12,88
165264,100,12,88
165264,99,12,87
165264,2,0,2
165264,97,12,85
165264,1,0,1
165264,97,12,85
165264,598,63,535
165264,598,63,535
165264,581,62,519
165264,16,3,13
165264,565,59,506
165264,17,1,16
165264,2,0,2
165264,563,59,504
165334,3551,1508,2043
165334,2380,997,1383
165334,2312,971,1341
165334,621,235,386
165334,1691,736,955
165334,68,26,42
165334,1171,511,660
165334,51,24,27
165334,1640,712,928
165334,3153,1336,1817
165334,2270,949,1321
165334,2262,946,1316
165334,614,232,382
165334,1648,714,934
165334,8,3,5
165334,883,387,496
165334,45,22,23
165334,1603,692,911
165334,398,172,226
165334,110,48,62
165334,50,25,25
165334,7,3,4
165334,43,22,21
165334,60,23,37
165334,288,124,164
165334,6,2,4
165334,37,20,17
165495,16,6,10
165495,16,6,10
165495,16,6,10
165495,16,6,10
165529,3074,1154,1920
165529,2849,1067,1782
165529,2794,1052,1742
165529,657,289,368
165529,2137,763,1374
165529,55,15,40
165529,225,87,138
165529,175,53,122
165529,1962,710,1252
165529,2106,899,1207
165529,2068,896,1172
165529,2068,896,1172
165529,640,285,355
165529,1428,611,817
165529,38,3,35
165529,70,37,33
165529,1358,574,784
165529,968,255,713
165529,781,171,610
165529,726,156,570
165529,17,4,13
165529,709,152,557
165529,55,15,40
165529,187,84,103
165529,105,16,89
165529,604,136,468
165556,331,111,220
165556,331,111,220
165556,331,111,220
165556,83,37,46
165556,248,74,174
165556,248,74,174
165556,212,69,143
165556,212,69,143
165556,212,69,143
165556,59,21,38
165556,153,48,105
165556,153,48,105
165556,119,42,77
165556,119,42,77
165556,119,42,77
165556,24,16,8
165556,95,26,69
165556,95,26,69
165574,1300,689,611
165574,1300,689,611
165574,1238,664,574
165574,528,317,211
165574,710,347,363
165574,62,25,37
165574,40,21,19
165574,670,326,344
165574,1076,586,490
165574,1076,586,490
165574,1076,586,490
165574,528,317,211
165574,548,269,279
165574,31,16,15
165574,517,253,264
165574,224,103,121
165574,224,103,121
165574,162,78,84
165574,162,78,84
165574,62,25,37
165574,9,5,4
165574,153,73,80
165608,80,11,69
165608,80,11,69
165608,80,11,69
165608,10,1,9
165608,70,10,60
165608,70,10,60
165608,45,5,40
165608,45,5,40
165608,45,5,40
165608,8,1,7
165608,37,4,33
165608,37,4,33
165608,35,6,29
165608,35,6,29
165608,35,6,29
165608,2,0,2
165608,33,6,27
165608,33,6,27
165635,247,233,14
165635,247,233,14
165635,247,233,14
165635,28,27,1
165635,219,206,13
165635,219,206,13
165635,247,233,14
165635,247,233,14
165635,247,233,14
165635,28,27,1
165635,219,206,13
165635,219,206,13
165644,1478,383,1095
165644,1321,352,969
165644,1313,348,965
165644,165,65,100
165644,1148,283,865
165644,8,4,4
165644,157,31,126
165644,51,19,32
165644,1097,264,833
165644,1409,367,1042
165644,1302,342,960
165644,1302,342,960
165644,165,65,100
165644,1137,277,860
165644,107,25,82
165644,51,19,32
165644,1086,258,828
165644,69,16,53
165644,19,10,9
165644,11,6,5
165644,11,6,5
165644,8,4,4
165644,50,6,44
165644,11,6,5
165662,4561,1604,2957
165662,3758,1406,2352
165662,3720,1399,2321
165662,863,304,559
165662,2857,1095,1762
165662,38,7,31
165662,803,198,605
165662,188,66,122
165662,2669,1029,1640
165662,4375,1551,2824
165662,3668,1376,2292
165662,3667,1376,2291
165662,862,304,558
165662,2805,1072,1733
165662,1,0,1
165662,707,175,532
165662,186,65,121
165662,2619,1007,1612
165662,186,53,133
165662,90,30,60
165662,53,23,30
165662,1,0,1
165662,52,23,29
165662,37,7,30
165662,96,23,73
165662,2,1,1
165662,50,22,28
165671,2436,630,1806
165671,2176,580,1596
165671,2040,555,1485
165671,515,128,387
165671,1525,427,1098
165671,136,25,111
165671,260,50,210
165671,55,15,40
165671,1470,412,1058
165671,1874,538,1336
165671,1857,533,1324
165671,1857,533,1324
165671,515,128,387
165671,1342,405,937
165671,17,5,12
165671,43,13,30
165671,1299,392,907
165671,562,92,470
165671,319,47,272
165671,183,22,161
165671,183,22,161
165671,136,25,111
165671,243,45,198
165671,12,2,10
165671,171,20,151
165699,5029,1613,3416
165699,2724,1079,1645
165699,2621,1017,1604
165699,662,249,413
165699,1959,768,1191
165699,103,62,41
165699,2305,534,1771
165699,99,30,69
165699,1860,738,1122
165699,2819,1078,1741
165699,2430,950,1480
165699,2419,945,1474
165699,641,244,397
165699,1778,701,1077
165699,11,5,6
165699,389,128,261
165699,62,23,39
165699,1716,678,1038
165699,2210,535,1675
165699,294,129,165
165699,202,72,130
165699,21,5,16
165699,181,67,114
165699,92,57,35
165699,1916,406,1510
165699,37,7,30
165699,144,60,84
165705,70,24,46
165705,70,24,46
165705,36,15,21
165705,36,15,21
165705,34,9,25
165705,34,9,25
165750,105,49,56
165750,105,49,56
165750,105,49,56
165750,38,16,22
165750,67,33,34
165750,67,33,34
165750,105,49,56
165750,105,49,56
165750,105,49,56
165750,38,16,22
165750,67,33,34
165750,67,33,34
165802,1930,504,1426
165802,1930,504,1426
165802,1733,487,1246
165802,335,103,232
165802,1398,384,1014
165802,197,17,180
165802,553,134,419
165802,845,250,595
165802,1229,419,810
165802,1229,419,810
165802,1174,413,761
165802,292,98,194
165802,882,315,567
165802,55,6,49
165802,338,115,223
165802,544,200,344
165802,701,85,616
165802,701,85,616
165802,559,74,485
165802,43,5,38
165802,516,69,447
165802,142,11,131
165802,215,19,196
165802,301,50,251
165820,6680,2431,4249
165820,4245,1853,2392
165820,4148,1816,2332
165820,801,347,454
165820,3347,1469,1878
165820,97,37,60
165820,2435,578,1857
165820,398,175,223
165820,2949,1294,1655
165820,3632,1608,2024
165820,3438,1529,1909
165820,3414,1527,1887
165820,790,341,449
165820,2624,1186,1438
165820,24,2,22
165820,194,79,115
165820,301,151,150
165820,2323,1035,1288
165820,3048,823,2225
165820,807,324,483
165820,734,289,445
165820,11,6,5
165820,723,283,440
165820,73,35,38
165820,2241,499,1742
165820,97,24,73
165820,626,259,367
165866,6429,2036,4393
165866,4584,1690,2894
165866,4255,1512,2743
165866,809,249,560
165866,3446,1263,2183
165866,329,178,151
165866,1845,346,1499
165866,413,181,232
165866,3033,1082,1951
165866,3982,1414,2568
165866,3884,1390,2494
165866,3832,1362,2470
165866,804,248,556
165866,3028,1114,1914
165866,52,28,24
165866,98,24,74
165866,345,158,187
165866,2683,956,1727
165866,2447,622,1825
165866,700,300,400
165866,423,150,273
165866,5,1,4
165866,418,149,269
165866,277,150,127
165866,1747,322,1425
165866,68,23,45
165866,350,126,224
165884,482,434,48
165884,482,434,48
165884,463,416,47
165884,184,170,14
165884,279,246,33
165884,19,18,1
165884,27,23,4
165884,252,223,29
165884,412,369,43
165884,412,369,43
165884,412,369,43
165884,182,168,14
165884,230,201,29
165884,26,23,3
165884,204,178,26
165884,70,65,5
165884,70,65,5
165884,51,47,4
165884,2,2,0
165884,49,45,4
165884,19,18,1
165884,1,0,1
165884,48,45,3
165936,2073,721,1352
165936,1710,652,1058
165936,1681,644,1037
165936,478,176,302
165936,1203,468,735
165936,29,8,21
165936,363,69,294
165936,73,21,52
165936,1130,447,683
165936,1768,656,1112
165936,1668,636,1032
165936,1651,632,1019
165936,477,175,302
165936,1174,457,717
165936,17,4,13
165936,100,20,80
165936,70,21,49
165936,1104,436,668
165936,305,65,240
165936,42,16,26
165936,30,12,18
165936,1,1,0
165936,29,11,18
165936,12,4,8
165936,263,49,214
165936,3,0,3
165936,26,11,15
165945,2137,1512,625
165945,2137,1512,625
165945,734,508,226
165945,734,508,226
165945,1403,1004,399
165945,1403,1004,399
165981,2240,892,1348
165981,2240,892,1348
165981,1980,792,1188
165981,377,169,208
165981,1603,623,980
165981,260,100,160
165981,242,95,147
165981,1361,528,833
165981,815,366,449
165981,815,366,449
165981,786,355,431
165981,205,97,108
165981,581,258,323
165981,29,11,18
165981,95,37,58
165981,486,221,265
165981,1425,526,899
165981,1425,526,899
165981,1194,437,757
165981,172,72,100
165981,1022,365,657
165981,231,89,142
165981,147,58,89
165981,875,307,568
166009,69,21,48
166009,69,21,48
166009,69,21,48
166009,42,12,30
166009,27,9,18
166009,27,9,18
166009,69,21,48
166009,69,21,48
166009,69,21,48
166009,42,12,30
166009,27,9,18
166009,27,9,18
166018,1492,646,846
166018,1492,646,846
166018,1468,637,831
166018,381,153,228
166018,1087,484,603
166018,24,9,15
166018,73,34,39
166018,1014,450,564
166018,1492,646,846
166018,1492,646,846
166018,1468,637,831
166018,381,153,228
166018,1087,484,603
166018,24,9,15
166018,73,34,39
166018,1014,450,564
166027,28297,14478,13819
166027,10534,5268,5266
166027,7278,3779,3499
166027,1658,869,789
166027,5620,2910,2710
166027,3256,1489,1767
166027,17763,9210,8553
166027,13,6,7
166027,5607,2904,2703
166027,20370,10585,9785
166027,7240,3786,3454
166027,6912,3595,3317
166027,1658,869,789
166027,5254,2726,2528
166027,328,191,137
166027,13130,6799,6331
166027,13,6,7
166027,5241,2720,2521
166027,7927,3893,4034
166027,3294,1482,1812
166027,366,184,182
166027,366,184,182
166027,2928,1298,1630
166027,4633,2411,2222
166027,366,184,182
166045,188,64,124
166045,4,1,3
166045,4,1,3
166045,4,1,3
166045,184,63,121
166045,4,1,3
166045,69,30,39
166045,2,1,1
166045,2,1,1
166045,2,1,1
166045,67,29,38
166045,2,1,1
166045,119,34,85
166045,2,0,2
166045,2,0,2
166045,2,0,2
166045,117,34,83
166045,2,0,2
166054,208,154,54
166054,92,49,43
166054,92,49,43
166054,16,10,6
166054,76,39,37
166054,116,105,11
166054,15,7,8
166054,61,32,29
166054,200,148,52
166054,92,49,43
166054,92,49,43
166054,16,10,6
166054,76,39,37
166054,108,99,9
166054,15,7,8
166054,61,32,29
166054,8,6,2
166054,8,6,2
166063,30,0,30
166063,30,0,30
166063,30,0,30
166063,17,0,17
166063,13,0,13
166063,13,0,13
166063,30,0,30
166063,30,0,30
166063,30,0,30
166063,17,0,17
166063,13,0,13
166063,13,0,13
166124,2912,1449,1463
166124,2912,1449,1463
166124,2878,1438,1440
166124,719,368,351
166124,2159,1070,1089
166124,34,11,23
166124,13,7,6
166124,2146,1063,1083
166124,2877,1438,1439
166124,2877,1438,1439
166124,2877,1438,1439
166124,719,368,351
166124,2158,1070,1088
166124,13,7,6
166124,2145,1063,1082
166124,35,11,24
166124,35,11,24
166124,1,0,1
166124,1,0,1
166124,34,11,23
166124,1,0,1
166133,6740,2673,4067
166133,6740,2673,4067
166133,6370,2536,3834
166133,1542,747,795
166133,4828,1789,3039
166133,370,137,233
166133,485,203,282
166133,4343,1586,2757
166133,3272,1495,1777
166133,3272,1495,1777
166133,3205,1459,1746
166133,1066,543,523
166133,2139,916,1223
166133,67,36,31
166133,279,135,144
166133,1860,781,1079
166133,3468,1178,2290
166133,3468,1178,2290
166133,3165,1077,2088
166133,476,204,272
166133,2689,873,1816
166133,303,101,202
166133,206,68,138
166133,2483,805,1678
166276,71,10,61
166276,71,10,61
166276,71,10,61
166276,71,10,61
166276,71,10,61
166276,47,5,42
166276,47,5,42
166276,47,5,42
166276,47,5,42
166276,47,5,42
166276,24,5,19
166276,24,5,19
166276,24,5,19
166276,24,5,19
166276,24,5,19
166294,46,2,44
166294,46,2,44
166294,46,2,44
166294,23,2,21
166294,23,0,23
166294,23,0,23
166294,16,1,15
166294,16,1,15
166294,16,1,15
166294,12,1,11
166294,4,0,4
166294,4,0,4
166294,30,1,29
166294,30,1,29
166294,30,1,29
166294,11,1,10
166294,19,0,19
166294,19,0,19
166319,44,1,43
166319,44,1,43
166319,44,1,43
166319,26,0,26
166319,18,1,17
166319,18,1,17
166319,25,1,24
166319,25,1,24
166319,25,1,24
166319,18,0,18
166319,7,1,6
166319,7,1,6
166319,19,0,19
166319,19,0,19
166319,19,0,19
166319,8,0,8
166319,11,0,11
166319,11,0,11
166328,102,1,101
166328,102,1,101
166328,102,1,101
166328,27,1,26
166328,75,0,75
166328,75,0,75
166328,46,1,45
166328,46,1,45
166328,46,1,45
166328,16,1,15
166328,30,0,30
166328,30,0,30
166328,56,0,56
166328,56,0,56
166328,56,0,56
166328,11,0,11
166328,45,0,45
166328,45,0,45
166391,2081,726,1355
166391,1687,608,1079
166391,1667,602,1065
166391,485,162,323
166391,1182,440,742
166391,20,6,14
166391,394,118,276
166391,73,36,37
166391,1109,404,705
166391,1767,630,1137
166391,1649,594,1055
166391,1649,594,1055
166391,484,162,322
166391,1165,432,733
166391,118,36,82
166391,71,35,36
166391,1094,397,697
166391,314,96,218
166391,38,14,24
166391,18,8,10
166391,1,0,1
166391,17,8,9
166391,20,6,14
166391,276,82,194
166391,2,1,1
166391,15,7,8
166407,302,37,265
166407,302,37,265
166407,302,37,265
166407,3,1,2
166407,299,36,263
166407,44,7,37
166407,255,29,226
166407,266,30,236
166407,266,30,236
166407,266,30,236
166407,266,30,236
166407,12,2,10
166407,254,28,226
166407,36,7,29
166407,36,7,29
166407,36,7,29
166407,3,1,2
166407,33,6,27
166407,32,5,27
166407,1,1,0
166452,5195,929,4266
